Timestamp            X          Y          Depth     
============================================================
1717689885.0190458   236        883        0         
1717689885.143426    236        881        0         
1717689885.266607    237        881        0         
1717689885.386998    237        879        0         
1717689885.507068    236        878        0         
1717689885.6248362   236        877        0         
1717689885.746722    236        877        0         
1717689885.868414    236        876        0         
1717689885.989255    236        876        0         
1717689886.107512    236        875        0         
1717689886.2238212   236        875        0         
1717689886.342779    236        875        0         
1717689886.463851    236        875        0         
1717689886.584544    236        875        0         
1717689886.7055428   236        875        0         
1717689886.8270762   237        875        0         
1717689886.946822    237        875        0         
1717689887.065932    238        874        0         
1717689887.18343     238        874        0         
1717689887.303217    238        873        0         
1717689887.423955    238        872        0         
1717689887.5440772   239        871        0         
1717689887.666313    239        871        0         
