Timestamp            X          Y          Depth     
============================================================
1717690639.449054    261        921        0         
1717690639.59336     262        921        0         
1717690639.7254899   261        919        0         
1717690639.85851     262        918        0         
1717690639.993074    261        917        0         
1717690640.1206899   262        917        0         
1717690640.251693    261        915        0         
1717690640.385081    261        914        0         
1717690640.5180008   260        914        0         
1717690640.65048     260        914        0         
1717690640.783463    261        912        0         
1717690640.91535     261        914        0         
1717690641.0452778   260        914        0         
1717690641.174104    261        914        0         
1717690641.307297    262        914        0         
1717690641.440191    262        914        0         
1717690641.5737169   264        913        0         
1717690641.707581    263        913        0         
1717690641.840876    262        912        0         
1717690641.974593    263        912        0         
1717690642.1031082   263        912        0         
1717690642.2322528   263        911        0         
1717690642.364235    260        908        0         
1717690642.498921    261        908        0         
